id	MC	deltaT	negativeEvent	intervention	interactions	Interested	Joyful	Determined	Calm	Lively	Enthusiastic	Relaxed	Cheerful	Content	Energetic	Upset	Gloomy	Sluggish	Anxious	Bored	Irritated	Nervous	Listless	classi
48	1	1,01	45	0	1	52	71	49	45	22	77	69	26	48	34	79	56	58	65	93	63	49	47	1
48	1	1,43	81	0	1	58	41	40	48	9	40	26	49	14	3	41	76	45	45	65	20	47	42	1
48	1	0,529999999999999	41	0	1	36	18	34	12	42	37	58	37	11	43	32	27	18	25	23	49	54	29	1
48	1	0,48	48	0	0	40	73	38	71	48	70	79	39	57	60	20	21	50	2	37	28	36	29	1
48	3	0,890000000000001	47	0	0	62	55	62	59	57	58	62	76	63	64	40	46	43	37	28	45	40	35	3
48	3	0,4	39	0	1	53	63	44	68	48	69	75	62	58	55	25	45	30	39	23	38	16	37	2
48	3	0,52	20	0	1	66	63	47	54	50	62	49	51	48	52	39	52	49	44	40	56	50	48	3
48	3	0,529999999999999	40	0	0	60	52	59	48	52	44	58	49	57	56	23	38	35	21	23	33	34	15	3
48	1	0,52	41	0	0	67	57	44	79	69	56	55	28	28	31	32	55	58	25	56	39	45	97	1
48	1	1,3	53	0	1	37	5	26	48	50	31	13	60	31	2	74	22	36	16	0	25	31	46	1
48	1	4,43	29	0	1	66	21	45	44	11	37	33	10	35	51	45	35	63	56	38	66	69	44	1
48	1	1,57	66	0	1	30	58	58	35	67	49	98	51	79	65	33	31	16	54	33	44	63	15	1
48	1	0,449999999999999	33	0	1	19	9	28	69	59	59	28	35	33	45	48	22	1	30	63	14	20	22	1
48	1	0,43	35	0	1	55	66	99	84	53	54	52	64	68	31	36	21	24	15	17	54	20	53	1
48	1	0,840000000000003	64	0	1	41	73	35	61	29	23	24	41	84	82	0	10	14	46	25	25	0	31	1
48	1	3,05	45	0	0	54	74	66	81	59	48	55	55	62	41	18	2	48	30	40	31	6	27	1
48	1	1,53	47	0	0	61	29	31	58	42	36	49	30	18	39	68	68	53	49	58	41	49	25	2
48	2	4,66	72	0	1	26	24	51	37	37	15	36	24	41	33	31	0	17	24	20	25	9	13	2
48	1	3,00999999999999	68	0	1	56	50	87	42	96	46	85	59	30	23	20	2	2	29	14	16	30	6	1
48	1	0,93	42	0	1	32	67	39	41	20	60	50	38	70	46	6	39	36	5	76	3	24	22	1
48	1	2,76	40	0	1	69	57	75	47	67	53	84	55	50	62	28	20	36	36	35	59	34	33	1
48	1	0,490000000000002	34	0	1	57	34	30	21	26	34	35	32	10	64	15	82	20	57	30	43	76	49	1
48	2	1,63	57	0	1	74	82	80	46	82	63	50	84	96	76	72	49	15	72	43	69	53	50	2
48	1	1,04	42	0	0	65	16	60	28	60	61	73	61	16	48	83	47	47	65	44	66	75	61	1
48	1	2,98	47	0	1	47	72	40	32	64	67	59	48	54	60	71	55	53	78	60	39	81	75	1
48	1	3,14	55	0	1	66	34	60	32	56	55	52	59	37	0	59	37	29	52	21	45	43	56	1
48	3	0,460000000000001	25	0	1	41	26	37	23	27	34	35	43	30	29	42	43	45	49	38	45	44	47	3
48	3	0,420000000000002	52	0	0	93	68	96	80	91	77	73	83	74	73	2	17	0	18	8	4	10	7	3
48	2	1,52999999999999	55	0	1	21	30	43	26	5	26	23	20	44	31	47	42	31	26	21	22	37	48	1
48	1	1,08000000000001	63	0	0	77	64	62	81	55	81	25	60	91	86	39	34	74	31	59	14	12	56	1
48	3	4,46	71	0	1	67	79	61	70	65	78	78	79	66	59	37	37	18	22	22	27	33	31	3
48	1	0,850000000000001	57	0	1	80	84	59	91	72	74	51	54	41	33	53	15	11	27	20	41	10	35	1
49	3	0	44	0	1	46	40	48	49	35	36	38	47	46	44	45	53	36	49	42	34	29	36	3
49	3	0,59	58	0	0	70	56	72	60	53	64	79	78	69	61	26	29	28	29	18	24	38	36	3
49	3	0,57	59	0	1	59	59	56	45	65	52	71	51	54	58	27	22	5	34	11	25	23	15	3
49	1	1,19	78	0	1	37	23	22	32	33	32	28	46	49	43	27	51	64	44	68	41	15	43	1
49	1	0,53	50	0	1	76	66	60	75	74	43	73	29	65	99	20	44	41	28	65	22	10	56	1
49	3	2,99	72	0	1	59	62	63	56	63	56	55	61	61	56	37	27	38	37	39	24	44	33	3
49	1	0,6	78	0	0	45	69	25	69	68	59	64	26	53	34	7	37	84	16	36	13	12	79	1
49	1	1,08	33	0	1	65	49	39	42	37	44	70	17	41	67	45	61	42	65	26	46	92	42	1
49	1	0,46	65	0	0	38	28	29	20	42	26	34	21	37	14	44	66	74	59	89	69	75	74	1
49	1	1,69	66	0	1	39	56	44	43	70	59	57	56	89	27	44	23	94	39	44	57	45	65	1
49	1	0,84	21	0	1	56	29	51	33	20	42	60	12	8	10	0	41	3	30	13	21	35	6	1
49	1	1,72	40	0	1	13	49	41	8	24	0	42	0	22	16	97	64	38	50	30	55	51	43	1
49	3	1,36	37	0	0	70	60	71	62	62	69	79	67	73	72	12	20	23	11	14	17	26	29	3
49	3	0,42	35	0	1	67	79	80	76	67	68	71	72	70	73	33	28	17	45	29	42	24	26	3
49	3	0,56	25	0	1	63	52	48	50	45	61	66	54	64	50	23	42	39	31	36	36	36	35	3
49	1	0,56	39	0	0	46	67	19	51	14	64	60	77	48	62	18	44	86	27	59	18	12	60	1
49	1	0,52	41	0	0	57	80	55	83	25	73	59	29	39	50	19	24	35	43	46	65	20	42	1
49	1	0,539999999999999	50	0	0	32	27	48	15	48	11	63	11	39	36	55	32	5	36	1	62	72	0	1
49	1	1,49	67	0	1	32	76	69	72	73	56	50	50	42	47	40	41	27	39	27	19	8	60	1
49	3	2,88	43	0	1	60	57	67	61	56	58	61	58	54	66	33	31	26	25	43	33	30	35	3
49	3	0,57	39	0	0	26	28	26	26	28	32	27	23	41	27	25	29	19	12	19	22	37	23	3
49	3	0,399999999999999	67	0	1	55	59	54	68	70	56	62	54	68	62	46	45	43	50	47	51	57	43	3
49	2	0,579999999999998	56	0	1	40	39	45	66	49	47	70	31	46	43	22	20	46	12	33	11	26	18	2
49	1	1,93	37	0	1	25	92	10	44	24	56	33	43	41	41	33	68	90	37	46	43	64	81	1
49	1	1,43	46	0	1	54	42	24	29	57	41	59	75	68	77	58	69	61	82	50	61	66	46	1
49	1	1,43	56	0	1	35	56	27	52	58	54	3	54	43	74	53	75	70	3	36	17	17	74	1
49	1	0,48	51	0	1	54	31	35	14	46	19	51	21	34	32	44	86	26	75	54	33	51	48	1
49	1	0,949999999999999	81	0	1	49	57	26	33	49	39	65	8	78	65	18	82	36	64	35	57	71	76	1
49	1	0,489999999999998	61	0	0	44	84	69	69	47	56	76	68	52	56	68	7	54	7	22	49	27	45	1
49	1	2,31	48	0	1	66	100	84	49	54	73	42	56	88	29	48	50	40	52	24	69	84	45	1
49	1	0,449999999999999	45	0	1	28	29	27	29	43	72	72	24	38	21	27	52	19	66	46	49	93	29	1
49	3	0,510000000000002	54	0	1	88	77	82	61	77	70	76	79	59	68	30	25	14	32	29	27	34	25	3
49	1	1,05	67	0	1	42	49	17	58	5	28	39	4	27	61	59	86	85	35	60	16	28	66	1
49	1	0,93	50	0	1	22	22	76	48	21	71	61	63	58	31	44	14	33	57	28	62	79	9	1
49	1	0,420000000000002	56	0	0	64	41	61	53	50	65	48	35	25	50	25	24	22	0	6	33	11	58	1
49	3	0,93	33	0	0	30	41	24	34	38	21	38	44	37	48	32	29	14	19	36	33	18	26	3
49	3	0,969999999999999	43	0	1	100	87	88	90	89	87	80	84	91	92	20	22	24	37	34	40	33	16	3
49	1	0,509999999999998	47	0	1	60	64	76	59	76	49	60	96	87	97	52	30	57	47	52	65	8	46	1
49	1	2	47	0	1	97	31	43	86	46	62	38	32	34	45	20	18	17	7	57	43	29	42	1
49	1	0,549999999999997	24	0	0	88	52	86	43	56	47	57	37	65	52	42	58	47	66	57	45	77	55	1
49	2	2,94	51	0	0	41	38	32	31	29	47	47	47	33	37	45	51	29	51	45	43	49	31	2
49	1	1,52	69	0	1	46	69	65	14	44	43	58	62	52	64	54	13	40	58	53	25	33	40	1
49	1	3,27999999999999	47	0	1	46	39	40	52	12	37	47	37	72	29	40	85	70	35	52	36	41	72	1
49	1	1,51	69	0	1	50	74	68	61	69	84	57	82	77	99	94	48	45	94	38	90	96	39	1
49	1	0,530000000000001	39	0	1	34	45	58	46	24	52	58	67	54	71	97	40	17	72	27	58	46	25	1
49	1	1,57	57	0	1	56	97	63	48	80	66	86	87	94	55	53	79	72	57	43	50	52	73	1
49	1	0,989999999999995	52	0	1	50	55	46	51	55	39	31	72	79	65	85	60	35	50	46	51	85	51	1
49	1	0,600000000000001	39	0	0	55	66	39	24	59	17	36	49	48	55	83	24	17	68	25	69	55	22	1
49	1	0,409999999999997	62	0	0	38	23	34	34	0	19	0	42	40	40	54	37	59	60	59	32	64	29	1
49	1	1,07	45	0	0	20	34	78	34	23	59	54	27	92	47	73	26	9	62	26	62	51	11	1
49	3	0,950000000000003	54	0	1	67	55	61	62	66	53	62	62	58	66	16	24	25	19	27	16	19	15	3
49	3	0,5	68	0	1	70	64	63	69	69	48	57	64	58	71	23	19	11	5	8	28	20	20	3
49	1	0,409999999999997	49	0	1	70	71	42	80	74	77	79	47	77	46	59	36	13	37	14	13	30	27	1
50	3	0	43	0	1	78	70	72	70	68	76	73	72	75	77	16	16	31	31	21	32	35	26	3
50	3	0,51	30	0	0	79	74	79	66	60	72	67	65	78	72	24	17	28	34	29	32	33	35	3
50	1	2,45	38	0	0	45	69	34	24	72	35	85	59	86	83	31	81	60	67	53	74	44	46	1
50	1	0,53	41	0	1	72	59	41	47	57	51	53	67	68	96	52	67	23	52	52	74	60	31	1
50	1	4,14	11	0	0	81	61	40	68	80	48	46	78	60	73	40	42	46	67	71	65	70	42	1
50	1	0,46	50	0	0	79	61	60	62	37	56	70	38	64	59	43	72	38	41	52	35	37	64	1
50	1	3,09	52	0	1	19	30	5	26	54	43	55	40	78	74	56	66	68	33	43	32	61	62	1
50	1	3,3	61	0	0	39	45	60	31	56	30	65	75	46	69	55	68	56	79	73	84	80	36	1
50	1	0,83	69	0	0	63	84	67	75	72	44	71	49	59	97	66	35	52	56	26	45	59	62	1
50	1	0,51	54	0	0	44	59	74	46	61	23	22	56	58	52	78	74	32	43	27	49	88	32	1
50	1	0,909999999999998	47	0	0	24	26	40	23	15	17	1	19	21	43	62	74	69	41	31	37	31	77	1
50	1	0,43	59	0	0	35	64	26	13	51	54	71	40	29	26	42	68	59	45	13	41	75	68	1
50	1	0,949999999999999	65	0	0	61	49	54	43	21	69	60	65	31	52	73	67	31	80	65	53	82	40	1
50	1	2,1	41	0	1	62	69	96	70	67	58	76	39	38	82	18	12	17	7	37	57	11	38	1
50	1	1,58	47	0	1	45	35	31	19	57	38	47	21	28	53	27	45	59	52	61	91	32	84	1
50	1	2,41	61	0	1	62	70	29	73	72	64	76	67	48	25	52	27	19	43	37	20	45	22	1
50	1	0,460000000000001	60	0	1	55	20	78	44	37	13	22	32	18	25	30	41	18	33	50	29	68	27	1
50	1	0,59	45	0	1	14	0	11	48	31	25	1	53	24	34	41	46	45	65	14	52	54	11	1
50	1	0,579999999999998	54	0	0	70	45	32	48	43	57	37	64	50	36	46	47	33	41	40	62	62	25	2
50	1	1,5	59	0	1	23	25	38	39	42	12	36	17	33	10	44	27	18	41	44	23	49	42	2
50	1	2,6	62	0	1	77	70	21	33	60	67	65	51	47	46	71	52	96	56	56	58	30	77	1
50	1	2,9	27	0	1	25	94	94	98	57	73	85	90	93	92	27	29	35	45	32	56	53	43	1
50	1	0,990000000000002	49	0	0	36	13	47	28	29	13	23	32	8	56	50	67	63	38	32	59	58	52	1
50	1	0,460000000000001	58	0	0	61	32	79	56	41	18	36	49	28	37	24	25	21	32	28	31	42	48	1
50	1	0,819999999999993	80	0	1	38	34	45	75	73	47	62	51	46	85	56	64	79	45	47	16	8	91	1
50	2	0,980000000000004	68	0	1	46	36	23	67	50	34	44	23	31	25	35	50	4	41	29	37	17	46	1
50	2	2,57999999999999	43	0	1	63	52	55	62	49	42	69	43	23	28	15	30	69	33	17	37	32	15	2
50	2	0,409999999999997	54	0	1	69	78	72	43	81	66	54	76	73	65	81	93	51	70	58	80	78	60	2
50	2	1,09	48	0	1	69	94	94	79	78	87	85	96	97	84	64	66	57	52	30	65	50	47	2
50	1	0,560000000000002	67	0	1	43	74	70	43	57	83	58	58	48	51	60	53	27	21	20	42	43	45	1
50	1	0,420000000000002	71	0	1	57	47	26	17	53	43	63	33	53	40	39	71	62	35	67	69	50	67	1
50	1	0,439999999999998	47	0	1	67	48	38	19	71	54	59	45	54	64	51	71	63	100	64	53	54	60	1
50	1	1,68000000000001	40	0	0	46	97	49	53	52	62	60	90	82	56	55	51	57	38	55	36	58	40	1
50	1	0,920000000000002	43	0	0	27	17	34	31	37	4	55	27	58	44	39	18	26	40	29	22	76	33	1
50	1	1,64000000000001	76	0	0	3	20	31	52	63	55	30	45	66	12	1	27	39	7	45	22	4	11	1
50	1	0,509999999999998	64	0	0	46	54	26	51	47	56	66	61	36	57	41	78	57	61	99	34	28	74	1
50	1	0,409999999999997	14	0	1	36	45	47	17	84	40	35	42	58	79	52	43	53	56	35	54	63	71	1
50	1	1,1	57	0	1	27	41	14	22	20	15	27	34	18	10	49	39	23	27	33	38	45	32	2
50	1	0,490000000000002	58	0	1	73	56	46	45	56	46	49	74	42	82	41	44	80	24	75	30	24	59	1
50	1	0,990000000000002	26	0	1	56	51	65	12	1	56	21	36	43	7	64	60	47	92	53	58	76	34	1
50	1	0,469999999999999	49	0	1	11	42	71	36	42	38	30	39	34	36	34	58	65	29	43	67	30	50	1
50	2	1,03	32	0	1	39	38	31	55	19	29	46	17	6	7	26	22	48	11	27	34	22	22	2
50	2	1,01	46	0	0	34	29	43	44	20	42	34	48	30	32	57	55	31	64	44	69	53	59	2
50	1	3,54	45	0	0	42	20	20	22	36	52	46	24	31	43	36	66	52	87	49	59	77	62	1
50	1	0,919999999999995	47	0	1	85	86	53	51	52	73	60	58	55	67	79	11	46	55	28	62	61	56	1
51	1	0	70	0	0	66	71	21	29	62	58	83	52	62	49	66	35	26	72	43	72	57	56	1
51	2	1,58	75	0	1	46	33	40	47	27	36	36	34	31	25	32	34	10	12	3	29	29	26	2
51	1	1,12	51	0	1	34	35	68	10	27	64	14	19	36	38	32	53	10	58	39	52	86	16	1
51	3	0,880000000000001	25	0	1	39	43	53	60	59	40	57	55	52	36	24	35	30	18	32	39	36	43	3
51	3	0,48	52	0	0	44	43	35	43	45	38	45	43	43	44	26	20	8	14	21	23	25	41	3
51	1	0,59	40	0	1	19	37	60	6	39	34	69	41	47	19	14	63	70	26	12	68	36	55	1
51	1	3,08	37	0	1	24	56	17	40	18	31	32	3	33	49	42	62	60	32	50	56	44	67	1
51	1	1,04	61	0	0	28	72	60	100	67	73	63	85	51	50	6	28	46	47	50	42	61	52	1
51	2	1,65	38	1	0	81	61	86	37	91	76	57	84	81	83	20	32	0	15	21	32	40	34	2
51	1	1,15	46	1	0	14	20	62	41	16	31	37	23	38	35	44	30	12	25	14	9	10	52	1
51	3	4,43	53	1	1	71	67	83	73	76	74	90	61	76	82	24	22	16	5	26	13	18	25	3
51	2	1,46	78	1	1	71	75	72	73	73	88	49	72	70	51	17	14	11	45	21	54	33	39	1
51	2	2,47	70	1	0	62	73	79	92	81	79	97	78	77	73	28	20	38	18	9	29	25	33	2
51	1	1,97	54	1	1	60	73	8	34	57	50	44	47	51	34	39	38	78	58	81	27	28	68	1
51	1	0,59	95	1	1	60	68	49	83	92	73	56	74	74	62	58	23	63	59	20	50	47	40	1
51	3	1,91	28	1	1	72	89	90	87	70	60	68	87	79	73	22	22	24	13	17	36	22	35	3
51	3	0,399999999999999	32	1	1	54	39	39	26	48	31	43	48	34	38	37	22	32	9	14	26	33	29	2
51	3	0,550000000000001	36	1	1	62	55	46	67	62	58	79	54	55	53	46	40	32	40	45	47	32	41	3
51	2	1,02	34	1	1	26	45	44	69	39	28	75	23	35	39	39	31	41	28	31	30	4	22	2
51	2	0,91	50	1	0	51	60	44	9	48	59	8	64	60	66	29	41	7	50	47	44	46	25	2
51	1	2,13	31	1	1	64	59	11	98	46	63	55	17	66	56	36	16	35	0	46	37	0	59	1
51	1	0,990000000000002	44	1	0	54	40	51	57	42	44	30	45	44	39	77	10	58	29	67	49	13	58	1
51	1	1,54000000000001	64	1	1	42	27	57	10	64	43	44	60	36	8	66	48	17	53	42	67	37	47	1
51	1	1,02	54	1	1	32	43	24	34	45	50	48	44	72	67	12	58	29	54	42	65	40	41	1
51	1	1,58000000000001	40	1	0	47	45	19	60	35	20	38	53	38	68	45	70	39	49	44	45	56	63	1
51	1	0,590000000000003	64	1	1	58	48	78	83	96	38	78	77	46	72	12	1	31	34	32	53	42	55	1
51	2	5,07000000000001	42	1	0	38	24	31	32	31	25	34	34	10	24	22	35	10	19	22	24	45	17	2
51	2	1,51	42	1	0	60	83	81	80	84	89	88	83	83	74	20	16	38	25	9	36	27	24	2
51	2	1,13	46	1	1	63	74	75	76	58	76	53	59	54	45	17	17	18	19	16	20	16	18	3
51	2	1,87	49	1	1	67	93	77	17	86	73	42	68	76	93	27	38	5	27	27	16	14	5	2
51	2	0,420000000000002	46	1	0	67	80	75	86	65	60	97	88	80	73	32	28	33	19	37	30	46	27	2
51	1	0,560000000000002	60	1	1	64	41	53	33	42	59	44	79	73	30	29	43	60	28	18	9	30	61	1
51	2	0,93	38	1	1	36	34	21	83	37	29	95	34	18	52	16	4	84	27	15	16	19	24	2
51	2	1,45	41	1	1	63	45	58	96	58	61	60	53	57	63	14	3	36	23	27	25	5	30	2
51	2	0,43	71	1	0	46	44	33	19	33	50	27	36	60	50	34	21	14	27	27	27	30	21	2
51	1	1,49	40	1	1	52	73	49	69	61	55	60	73	36	83	34	30	59	49	60	56	24	20	1
51	1	0,579999999999998	70	1	1	31	28	24	7	34	29	11	35	27	49	42	52	38	54	50	57	84	2	1
51	1	0,420000000000002	32	1	0	38	38	61	61	55	68	49	61	46	27	11	41	20	58	31	25	23	19	1
51	1	1,51	39	1	1	36	60	5	61	39	19	40	11	35	17	18	64	72	23	76	8	1	34	1
51	3	0,839999999999996	47	1	1	59	71	78	81	72	89	58	66	69	65	24	9	8	23	13	6	28	14	3
52	1	0	84	0	0	23	72	36	53	51	33	44	87	74	42	25	35	51	41	37	28	54	42	1
52	3	1,05	51	0	1	48	50	51	55	50	30	51	40	44	40	35	31	32	29	33	32	27	35	3
52	3	0,99	52	0	1	53	41	50	44	50	54	41	51	46	46	54	45	44	21	48	39	54	36	3
52	3	0,41	62	0	1	87	89	78	89	85	85	76	94	88	88	17	22	16	9	17	26	17	19	3
52	3	1,87	24	0	1	66	71	72	74	62	77	79	55	64	75	27	25	18	18	37	32	41	35	3
52	3	0,42	53	0	1	63	67	71	58	67	66	59	74	76	60	29	36	34	36	46	44	41	47	3
52	1	0,96	60	0	1	9	68	59	49	43	50	36	87	61	46	24	33	37	45	68	10	23	12	1
52	1	0,57	39	0	0	75	67	26	86	70	78	59	72	66	73	36	18	29	29	45	25	27	53	1
52	2	1,55	22	0	1	65	75	85	77	62	70	86	70	71	60	58	53	59	54	29	47	51	25	2
52	1	2,73	51	0	1	62	65	83	71	69	56	74	61	48	51	33	9	41	34	54	29	12	31	1
52	1	0,52	35	0	1	38	27	27	21	32	41	20	31	65	50	65	69	66	52	76	45	41	90	1
52	1	3,97	40	1	1	34	60	42	47	13	20	6	29	54	59	48	15	54	31	24	20	20	35	1
52	2	2,53	22	1	0	53	44	47	33	48	44	59	46	28	44	21	21	13	31	29	31	4	43	2
52	1	1,62	48	1	1	95	91	60	67	73	79	36	84	84	74	42	52	50	22	65	13	21	50	1
52	1	0,5	54	1	1	74	27	22	50	45	89	47	74	53	56	42	46	44	68	44	30	53	70	1
52	1	0,539999999999999	45	1	1	52	47	37	43	50	48	40	46	18	53	30	41	62	56	74	55	32	52	1
52	1	0,52	72	1	0	50	27	20	18	46	14	31	22	41	38	44	67	46	61	32	48	81	41	1
52	2	0,449999999999999	49	1	0	43	25	31	72	28	46	73	47	62	24	63	57	64	62	26	31	49	31	2
52	2	0,48	46	1	0	56	61	68	69	54	68	71	61	72	50	22	34	44	22	36	29	18	21	3
52	2	0,489999999999998	67	1	1	56	42	46	40	61	42	48	45	63	64	45	43	24	57	35	45	47	36	2
52	1	0,970000000000002	49	1	1	5	39	30	6	36	21	29	53	44	46	59	82	32	49	14	12	98	63	1
52	1	0,48	60	1	0	35	21	21	39	44	19	40	43	18	37	42	53	44	62	76	30	35	87	1
52	1	3,36	43	1	1	33	38	41	56	36	53	6	24	51	27	43	50	36	17	25	51	34	70	1
52	3	1,35	44	1	1	35	33	38	52	47	44	40	53	32	47	36	25	30	21	38	30	39	39	3
52	3	0,530000000000001	68	1	1	89	83	86	90	84	84	83	91	84	71	26	20	36	29	27	16	10	23	3
52	3	0,879999999999999	53	1	1	61	67	78	65	63	56	60	66	67	72	30	25	13	22	16	31	26	24	3
52	3	0,600000000000001	40	1	0	51	35	49	51	48	48	44	53	50	49	22	25	16	26	37	31	17	24	3
52	2	0,950000000000003	85	1	0	59	43	57	25	59	56	0	55	67	55	72	42	11	55	35	53	52	40	2
52	2	0,43	51	1	1	58	67	50	47	47	35	66	59	46	51	58	53	50	60	47	69	51	33	2
52	2	1,63	85	1	1	60	53	45	50	39	63	71	58	45	37	28	37	14	35	20	27	33	25	2
52	2	0,43	43	1	1	33	3	3	50	8	0	63	31	16	15	22	27	50	29	38	13	23	26	2
52	2	0,849999999999994	52	1	0	73	72	79	96	66	94	63	76	70	94	15	34	38	26	28	28	32	25	2
52	1	2,20999999999999	50	1	1	53	42	41	66	45	81	34	15	65	60	17	32	56	38	38	30	4	64	1
52	1	0,850000000000001	61	1	0	55	23	15	6	47	56	17	42	58	27	53	76	68	55	56	51	11	60	1
52	1	0,539999999999999	60	1	1	74	38	13	1	20	30	3	30	27	15	45	48	81	40	79	36	59	23	1
52	1	0,420000000000002	49	1	1	75	16	54	63	69	53	65	36	79	39	41	41	53	28	34	30	27	80	1
52	1	0,479999999999997	92	1	0	87	62	47	45	20	79	77	68	50	32	31	20	46	46	42	34	34	28	1
52	1	2,02	30	1	1	25	59	23	25	61	35	31	29	66	67	85	79	55	61	51	45	62	65	1
52	3	0,43	35	1	0	59	50	57	58	51	51	50	55	60	48	24	29	28	17	37	23	25	19	3
52	3	0,530000000000001	41	1	0	67	76	65	60	75	68	63	72	76	72	19	26	43	30	24	27	33	27	3
52	3	0,520000000000003	54	1	1	39	40	54	30	46	42	50	46	53	51	28	41	30	42	34	28	43	34	3
52	3	0,539999999999999	47	1	1	38	41	42	43	38	42	41	38	29	58	15	37	24	19	21	28	28	27	3
52	3	0,490000000000002	58	1	1	53	79	61	71	62	75	60	77	72	79	30	24	15	16	18	25	26	25	3
52	3	0,43	26	1	1	87	70	58	77	81	76	74	80	70	66	14	21	6	17	2	8	5	7	3
52	3	0,57	14	1	0	63	47	59	65	51	41	43	58	56	55	19	19	21	10	21	9	25	17	3
52	3	0,579999999999998	37	1	1	74	55	85	69	79	57	59	73	69	77	30	22	20	29	22	12	22	20	3
52	3	0,549999999999997	56	1	1	38	49	54	53	54	47	55	53	60	52	37	19	27	15	15	23	16	29	3
52	2	1,11	49	1	1	45	66	76	43	48	59	61	55	56	62	21	36	36	35	19	18	12	21	3
52	2	4,65000000000001	52	1	1	70	77	54	60	81	76	37	77	85	70	26	16	17	25	28	20	22	10	2
52	2	1,42999999999999	58	1	1	54	57	72	42	60	63	33	82	46	66	33	27	20	51	39	45	31	26	2
52	2	1,15000000000001	39	1	0	57	55	44	35	64	51	39	55	30	71	35	37	7	37	31	37	33	21	2
52	3	1,49	39	1	1	29	37	52	39	45	39	40	33	45	37	10	11	16	14	30	21	11	24	3
52	3	0,399999999999999	32	1	1	35	56	59	49	52	58	44	57	56	46	31	42	40	36	35	34	30	26	3
53	1	0	44	0	1	83	50	62	32	64	59	53	21	57	60	15	30	74	55	49	31	41	49	1
53	3	0,45	24	0	1	27	35	31	40	41	43	33	46	41	32	22	21	16	15	29	22	37	23	3
53	1	2,17	83	0	0	54	39	67	5	8	24	33	38	15	6	41	38	11	69	47	73	79	33	1
53	1	2,64	53	0	0	89	48	52	53	59	91	69	84	78	83	47	51	42	57	44	43	56	64	1
53	1	0,46	39	0	1	44	37	4	74	45	29	38	15	26	32	15	37	73	30	46	14	2	74	1
53	2	1,73	38	0	1	39	47	28	71	62	55	85	49	37	31	30	42	49	49	23	40	44	34	2
53	2	0,9	42	0	0	59	47	62	37	61	65	66	73	65	68	38	13	14	11	36	13	3	11	2
53	2	1,15	31	0	0	22	13	34	20	25	25	10	25	22	25	33	29	9	18	21	26	14	23	2
53	2	0,49	66	0	0	32	53	35	46	47	36	39	39	30	37	81	75	62	93	48	64	74	47	2
53	2	0,85	34	0	1	48	40	42	9	75	29	13	32	34	44	46	41	14	48	26	56	35	45	2
53	3	0,44	38	0	1	50	61	52	48	63	47	46	52	43	63	20	26	17	18	17	8	35	17	3
53	3	0,42	4	0	0	49	30	38	47	43	44	47	45	44	44	21	31	26	31	30	30	18	22	3
53	3	0,470000000000001	35	0	1	54	59	57	67	57	51	50	59	58	54	39	25	39	38	31	39	32	35	3
53	3	4,36	40	1	1	67	71	66	81	65	69	69	73	74	71	46	37	33	49	24	43	23	36	3
53	2	1	57	1	1	41	50	29	79	44	44	54	48	80	71	16	12	35	37	8	24	27	22	1
53	2	0,440000000000001	45	1	1	71	73	56	94	70	49	63	83	68	73	11	21	52	9	20	26	38	30	2
53	2	0,510000000000002	50	1	1	47	52	43	52	41	48	49	49	48	55	28	16	19	0	4	15	26	31	3
53	3	0,449999999999999	35	1	1	57	60	38	57	61	55	57	41	64	57	16	22	10	17	11	12	26	13	3
53	2	1,07	83	1	0	73	71	59	36	56	65	43	76	76	55	37	7	3	23	11	18	18	23	2
53	1	1,59	64	1	1	47	22	56	26	47	33	63	1	40	51	69	49	23	66	49	49	87	41	1
53	1	1,39	34	1	1	69	43	70	40	92	49	45	84	70	52	67	31	48	52	65	57	52	59	1
53	1	0,59	51	1	0	72	61	32	70	55	75	43	48	31	63	14	27	39	42	91	22	13	88	1
53	3	1,69	67	1	1	72	67	73	65	66	66	68	73	69	66	25	29	16	25	30	17	20	15	3
53	3	1,02	24	1	1	77	85	83	68	72	80	66	79	81	78	22	38	29	31	30	46	25	34	3
53	2	1,06	58	1	1	58	50	41	32	48	62	47	38	59	55	22	14	23	22	8	28	25	31	2
53	2	0,530000000000001	51	1	1	40	47	44	50	54	45	60	44	51	53	17	45	2	10	25	12	27	25	3
53	1	3,39	88	1	0	39	28	23	30	40	53	13	12	55	20	60	28	9	49	43	56	81	70	1
53	2	1,46	24	1	1	62	67	72	69	78	66	61	81	48	77	27	41	32	28	36	37	61	21	2
53	1	6,06	42	1	0	59	23	80	25	34	37	94	53	78	57	49	33	58	36	69	31	73	74	1
53	1	0,460000000000001	67	1	1	53	72	7	82	40	44	55	84	58	30	12	30	83	19	89	43	35	89	1
53	1	1,81	23	1	1	25	51	12	35	26	42	7	24	25	61	22	42	64	36	31	24	14	57	1
53	2	1,38999999999999	21	1	0	43	75	66	80	75	71	61	66	78	64	26	38	25	23	27	31	40	11	2
53	2	2,08	42	1	1	68	74	98	15	90	87	28	83	67	91	59	34	4	53	55	38	39	41	2
53	2	0,479999999999997	63	1	1	78	66	76	82	85	94	62	74	77	75	46	23	31	56	30	43	29	14	2
53	1	0,399999999999999	57	1	1	58	55	99	87	51	29	92	19	53	77	23	37	52	47	25	2	35	2	1
53	1	1,33	58	1	1	77	74	47	66	61	82	71	74	85	72	53	59	26	63	62	24	32	27	1
